Customer Type,Gender,Product Category,Unit Price,Quantity,Total,Date,Time,Payment,Discount,Rating
Female,Member,Vegetables,12000,12,144000,5/15/2024,9:57,Cash,15,5
Female,Regular,Kitchen Consumption,24000,4,96000,5/15/2024,10:01,Cash,5,4
Female,Regular,Meat,47000,13,611000,5/15/2024,10:02,Transfer,30,9
Female,Member,Kitchen Consumption,13400,12,160800,5/15/2024,10:08,Qris,30,9
Male,Member,Snack,7000,8,56000,5/15/2024,10:11,Transfer,20,7
Female,Regular,Bakery,21400,4,85600,5/15/2024,10:32,Transfer,0,5
Male,Member,Fruits,7500,1,7500,5/15/2024,10:39,Qris,20,8
Female,Regular,Meat,78900,10,789000,5/15/2024,10:47,Cash,10,6
Male,Member,Beverages,6800,10,68000,5/15/2024,10:56,Qris,30,9
Female,Regular,Fruits,9500,4,38000,5/15/2024,11:02,Qris,5,5
Female,Member,Bakery,12000,13,156000,5/15/2024,11:09,Cash,15,6
Male,Member,Bakery,13200,14,184800,5/15/2024,11:46,Transfer,15,6
Male,Regular,Snack,12000,14,168000,5/15/2024,12:00,Qris,30,9
Male,Member,Kitchen Consumption,29200,2,58400,5/15/2024,12:22,Transfer,30,9
Male,Regular,Snack,7700,8,61600,5/15/2024,12:34,Transfer,10,5
Female,Member,Vegetables,63800,12,765600,5/15/2024,12:36,Transfer,15,6
Male,Regular,Bakery,9800,8,78400,5/15/2024,12:56,Cash,15,5
Male,Regular,Kitchen Consumption,21300,1,21300,5/15/2024,13:20,Qris,0,5
Male,Regular,Kitchen Consumption,9300,11,102300,5/15/2024,13:26,Card,30,9
Male,Regular,Beverages,12100,7,84700,5/15/2024,13:46,Qris,10,5
Male,Member,Kitchen Consumption,24000,12,288000,5/15/2024,14:05,Qris,30,10
Male,Regular,Meat,47000,9,423000,5/15/2024,14:11,Qris,10,5
Male,Member,Dairy Product,32800,13,426400,5/15/2024,14:13,Transfer,10,5
Male,Regular,Vegetables,29700,14,415800,5/15/2024,14:17,Card,15,6
Male,Regular,Kitchen Consumption,2200,8,17600,5/15/2024,14:41,Qris,15,6
Female,Member,Seafood,44000,6,264000,5/15/2024,14:44,Card,5,4
Female,Regular,Seafood,41200,10,412000,5/15/2024,14:49,Qris,15,6
Female,Member,Instant Food,3400,13,44200,5/15/2024,15:09,Cash,15,6
Female,Member,Vegetables,16900,13,219700,5/15/2024,15:14,Card,15,6
Female,Member,Seafood,44000,5,220000,5/15/2024,15:43,Cash,0,3
Female,Member,Kitchen Consumption,2200,8,17600,5/15/2024,15:48,Qris,10,5
Female,Member,Seafood,69800,4,279200,5/15/2024,15:52,Qris,10,6
Male,Regular,Dessert,11000,14,154000,5/15/2024,16:00,Cash,15,6
Female,Regular,Kitchen Consumption,13400,2,26800,5/15/2024,16:02,Cash,10,5
Female,Member,Meat,47000,3,141000,5/15/2024,16:06,Card,0,5
Male,Member,Meat,37800,12,453600,5/15/2024,16:14,Card,20,8
Female,Member,Beverages,6800,12,81600,5/15/2024,16:15,Transfer,30,9
Female,Regular,Kitchen Consumption,2200,9,19800,5/15/2024,16:21,Cash,10,5
Male,Member,Beverages,14500,10,145000,5/15/2024,16:35,Transfer,10,5
Female,Regular,Meat,80600,6,483600,5/15/2024,16:37,Cash,5,5
Male,Regular,Bakery,9800,10,98000,5/15/2024,16:40,Card,15,6
Male,Regular,Kitchen Consumption,9800,7,68600,5/15/2024,16:42,Transfer,5,4
Female,Member,Beverages,17800,9,160200,5/15/2024,16:47,Card,15,5
Female,Regular,Kitchen Consumption,6500,1,6500,5/15/2024,16:58,Cash,30,9
Female,Member,Dessert,21000,3,63000,5/15/2024,17:00,Qris,10,6
Male,Regular,Bakery,12100,9,108900,5/15/2024,17:02,Qris,10,6
Male,Member,Meat,89600,8,716800,5/15/2024,17:19,Cash,15,6
Female,Regular,Instant Food,7100,10,71000,5/15/2024,17:26,Qris,10,5
Male,Member,Snack,8300,5,41500,5/15/2024,17:40,Qris,5,3
Female,Member,Snack,12000,8,96000,5/15/2024,17:42,Transfer,10,6
Male,Regular,Dessert,8700,7,60900,5/15/2024,18:14,Transfer,15,6
Female,Member,Kitchen Consumption,13400,6,80400,5/15/2024,18:17,Qris,10,5
Female,Regular,Vegetables,15200,8,121600,5/15/2024,18:51,Qris,10,6
Female,Regular,Beverages,7800,11,85800,5/15/2024,18:58,Transfer,20,8
Female,Member,Dessert,9300,14,130200,5/15/2024,19:02,Transfer,15,5
Female,Member,Snack,7900,11,86900,5/15/2024,19:32,Card,10,5
Female,Member,Bakery,21400,8,171200,5/15/2024,19:43,Transfer,30,9
Male,Member,Beverages,8700,10,87000,5/15/2024,19:49,Cash,30,9
Male,Regular,Bakery,7900,8,63200,5/15/2024,20:08,Transfer,15,6
Female,Member,Beverages,14500,12,174000,5/15/2024,20:16,Qris,15,6
Female,Member,Dairy Product,25800,2,51600,5/15/2024,20:21,Cash,15,6
Female,Regular,Fruits,13100,8,104800,5/15/2024,20:36,Cash,15,6
Male,Regular,Bakery,12100,1,12100,5/15/2024,20:52,Cash,5,5
Male,Regular,Meat,78900,4,315600,5/15/2024,20:57,Card,10,5
Female,Member,Dairy Product,24300,8,194400,5/15/2024,21:05,Cash,30,9
Female,Regular,Dessert,19000,10,190000,5/15/2024,21:08,Card,10,6
Female,Member,Snack,7700,6,46200,5/15/2024,21:15,Cash,10,5
Female,Member,Dairy Product,22300,7,156100,5/15/2024,21:29,Cash,10,6
Female,Regular,Snack,8300,12,99600,5/15/2024,21:41,Transfer,15,6
Male,Regular,Fruits,10000,13,130000,5/15/2024,21:48,Cash,5,4
Male,Member,Vegetables,15200,11,167200,5/15/2024,21:56,Cash,15,5
Male,Regular,Snack,23000,9,207000,5/15/2024,21:58,Transfer,15,5
Female,Regular,Instant Food,15800,1,15800,5/15/2024,22:00,Card,15,6
Male,Member,Beverages,8700,4,34800,5/16/2024,8:08,Card,10,5
Male,Member,Seafood,41900,1,41900,5/16/2024,8:25,Cash,10,6
Male,Regular,Seafood,129300,14,1810200,5/16/2024,8:29,Card,15,6
Female,Member,Beverages,8700,9,78300,5/16/2024,8:34,Cash,15,6
Female,Member,Kitchen Consumption,6500,7,45500,5/16/2024,8:51,Transfer,0,3
Male,Regular,Seafood,44000,9,396000,5/16/2024,9:00,Cash,20,7
Female,Member,Meat,56000,2,112000,5/16/2024,10:03,Qris,5,5
Female,Member,Meat,80600,8,644800,5/16/2024,10:06,Transfer,30,9
Female,Member,Fruits,8900,12,106800,5/16/2024,10:12,Qris,15,6
Female,Regular,Snack,7700,1,7700,5/16/2024,10:14,Cash,15,5
Female,Member,Instant Food,6500,5,32500,5/16/2024,10:17,Qris,20,7
Female,Member,Dessert,12300,11,135300,5/16/2024,10:26,Card,15,5
Male,Regular,Snack,7000,5,35000,5/16/2024,10:32,Card,5,5
Female,Member,Dairy Product,24300,12,291600,5/16/2024,10:43,Card,15,5
Male,Regular,Kitchen Consumption,29200,14,408800,5/16/2024,10:45,Card,5,5
Female,Member,Instant Food,7100,2,14200,5/16/2024,10:56,Card,20,7
Female,Member,Meat,40200,13,522600,5/16/2024,10:57,Transfer,15,6
Female,Member,Kitchen Consumption,13100,5,65500,5/16/2024,11:22,Cash,5,5
Female,Member,Fruits,9500,9,85500,5/16/2024,11:31,Qris,30,9
Female,Regular,Fruits,8900,12,106800,5/16/2024,11:43,Cash,15,5
Male,Member,Dairy Product,24300,9,218700,5/16/2024,11:51,Transfer,15,6
Male,Regular,Dessert,11000,10,110000,5/16/2024,11:59,Cash,10,6
Female,Regular,Fruits,8900,11,97900,5/16/2024,12:11,Cash,30,9
Male,Regular,Dairy Product,42000,13,546000,5/16/2024,12:18,Cash,15,6
Female,Regular,Dairy Product,42000,6,252000,5/16/2024,12:30,Cash,5,5
Male,Regular,Dessert,8700,14,121800,5/16/2024,12:37,Qris,15,6
Female,Regular,Seafood,67800,2,135600,5/16/2024,12:42,Cash,0,5
Female,Regular,Dairy Product,31300,13,406900,5/16/2024,12:44,Cash,15,6
Male,Member,Kitchen Consumption,24000,13,312000,5/16/2024,12:46,Card,15,6
Female,Member,Snack,12000,5,60000,5/16/2024,12:55,Transfer,10,5
Male,Member,Instant Food,3400,10,34000,5/16/2024,13:04,Cash,10,5
Female,Regular,Seafood,88700,10,887000,5/16/2024,13:12,Qris,10,6
Female,Member,Fruits,13100,9,117900,5/16/2024,13:25,Cash,15,6
Female,Regular,Seafood,69800,14,977200,5/16/2024,13:49,Card,5,3
Female,Regular,Dairy Product,31300,14,438200,5/16/2024,13:52,Qris,20,8
Female,Regular,Kitchen Consumption,6500,14,91000,5/16/2024,14:01,Cash,15,6
Female,Regular,Vegetables,63800,6,382800,5/16/2024,14:14,Cash,0,4
Female,Regular,Seafood,49400,7,345800,5/16/2024,14:31,Qris,0,5
Male,Member,Instant Food,37900,9,341100,5/16/2024,14:35,Card,15,6
Male,Regular,Meat,40200,5,201000,5/16/2024,14:57,Qris,10,5
Male,Regular,Snack,8300,8,66400,5/16/2024,14:58,Qris,10,6
Male,Regular,Dairy Product,22300,14,312200,5/16/2024,15:15,Card,15,6
Female,Member,Dairy Product,25800,4,103200,5/16/2024,15:16,Qris,0,4
Female,Member,Fruits,10000,6,60000,5/16/2024,15:24,Transfer,15,6
Female,Member,Beverages,12100,13,157300,5/16/2024,15:38,Qris,30,9
Male,Regular,Meat,56000,9,504000,5/16/2024,15:42,Transfer,10,5
Female,Member,Beverages,11000,1,11000,5/16/2024,16:12,Transfer,5,5
Female,Member,Kitchen Consumption,24000,1,24000,5/16/2024,16:16,Transfer,30,9
Male,Member,Fruits,4000,12,48000,5/16/2024,16:22,Transfer,15,6
Female,Member,Beverages,7800,8,62400,5/16/2024,16:30,Qris,10,5
Female,Regular,Snack,7700,9,69300,5/16/2024,16:45,Card,30,10
Female,Member,Fruits,12300,3,36900,5/16/2024,17:00,Cash,10,6
Female,Regular,Snack,7700,1,7700,5/16/2024,17:07,Cash,0,5
Female,Regular,Seafood,41200,9,370800,5/16/2024,17:18,Qris,10,6
Female,Member,Vegetables,17600,11,193600,5/16/2024,17:26,Transfer,20,7
Female,Member,Beverages,7800,8,62400,5/16/2024,17:30,Transfer,10,6
Female,Regular,Meat,87900,9,791100,5/16/2024,17:46,Cash,30,9
Female,Regular,Kitchen Consumption,21300,8,170400,5/16/2024,17:53,Transfer,30,9
Male,Regular,Dessert,14400,10,144000,5/16/2024,17:59,Transfer,30,9
Female,Member,Kitchen Consumption,13400,12,160800,5/16/2024,18:18,Card,20,7
Male,Regular,Snack,7000,3,21000,5/16/2024,18:40,Card,0,5
Male,Regular,Beverages,11000,11,121000,5/16/2024,18:55,Card,20,8
Male,Regular,Dairy Product,42000,11,462000,5/16/2024,19:14,Card,15,6
Female,Regular,Instant Food,7350,8,58800,5/16/2024,19:40,Cash,15,6
Male,Member,Seafood,129300,12,1551600,5/16/2024,19:42,Card,20,8
Male,Member,Dessert,11000,14,154000,5/16/2024,19:47,Cash,10,6
Male,Member,Dessert,12300,10,123000,5/16/2024,19:49,Qris,30,10
Female,Member,Dairy Product,25800,9,232200,5/16/2024,19:52,Cash,15,5
Male,Regular,Vegetables,11200,8,89600,5/16/2024,20:01,Qris,15,6
Female,Regular,Kitchen Consumption,9800,1,9800,5/16/2024,20:31,Card,30,9
Male,Member,Vegetables,16900,10,169000,5/16/2024,20:48,Transfer,10,6
Female,Regular,Dessert,14400,10,144000,5/16/2024,20:51,Qris,10,5
Male,Member,Instant Food,37900,13,492700,5/16/2024,20:53,Transfer,5,3
Male,Member,Dairy Product,23300,8,186400,5/16/2024,20:58,Qris,20,7
Female,Member,Vegetables,15200,3,45600,5/16/2024,21:02,Cash,10,5
Female,Member,Snack,7600,9,68400,5/16/2024,21:14,Qris,10,5
Male,Member,Kitchen Consumption,2200,14,30800,5/16/2024,21:15,Qris,30,9
Male,Member,Snack,7000,2,14000,5/16/2024,21:22,Qris,30,9
Male,Regular,Bakery,22300,13,289900,5/16/2024,21:41,Card,15,6
Female,Regular,Kitchen Consumption,9800,2,19600,5/16/2024,21:47,Qris,0,5
Male,Regular,Meat,47000,8,376000,5/17/2024,8:06,Card,15,6
Male,Member,Snack,7600,2,15200,5/17/2024,8:07,Qris,30,10
Female,Regular,Beverages,8300,11,91300,5/17/2024,8:17,Card,15,6
Male,Member,Instant Food,15800,2,31600,5/17/2024,8:34,Cash,0,5
Female,Member,Bakery,8000,7,56000,5/17/2024,8:44,Cash,20,7
Male,Regular,Kitchen Consumption,6500,10,65000,5/17/2024,8:55,Cash,10,5
Male,Member,Bakery,43000,1,43000,5/17/2024,9:01,Qris,0,4
Female,Member,Bakery,9800,5,49000,5/17/2024,9:35,Card,10,5
Male,Regular,Seafood,67800,10,678000,5/17/2024,9:43,Transfer,30,9
Male,Member,Dairy Product,34000,11,374000,5/17/2024,9:44,Transfer,10,5
Female,Member,Seafood,69800,2,139600,5/17/2024,9:47,Cash,10,6
Male,Regular,Dessert,9300,8,74400,5/17/2024,9:54,Card,10,5
Female,Regular,Instant Food,10200,9,91800,5/17/2024,10:05,Qris,15,5
Female,Regular,Kitchen Consumption,10200,6,61200,5/17/2024,10:17,Transfer,30,9
Male,Member,Kitchen Consumption,9300,13,120900,5/17/2024,10:25,Card,5,4
Female,Member,Dessert,19000,8,152000,5/17/2024,10:34,Cash,10,5
Female,Member,Seafood,129300,13,1680900,5/17/2024,10:39,Transfer,20,7
Male,Member,Seafood,67800,14,949200,5/17/2024,10:54,Transfer,15,6
Male,Regular,Fruits,4000,9,36000,5/17/2024,11:05,Cash,10,5
Female,Member,Seafood,67800,4,271200,5/17/2024,11:06,Transfer,20,8
Female,Member,Vegetables,30700,8,245600,5/17/2024,11:12,Transfer,10,5
Male,Regular,Bakery,9800,2,19600,5/17/2024,11:13,Cash,5,4
Female,Regular,Seafood,90900,13,1181700,5/17/2024,11:21,Qris,5,5
Female,Member,Dairy Product,23300,7,163100,5/17/2024,11:34,Transfer,0,4
Male,Regular,Kitchen Consumption,10200,8,81600,5/17/2024,11:46,Qris,20,8
Male,Regular,Kitchen Consumption,21300,12,255600,5/17/2024,12:00,Transfer,15,5
Female,Regular,Seafood,41200,12,494400,5/17/2024,12:07,Transfer,15,5
Female,Member,Kitchen Consumption,9800,6,58800,5/17/2024,12:11,Qris,5,5
Male,Member,Dairy Product,32800,13,426400,5/17/2024,12:22,Card,15,6
Male,Regular,Seafood,129300,5,646500,5/17/2024,12:25,Qris,5,5
Female,Member,Meat,122400,8,979200,5/17/2024,12:42,Transfer,10,5
Male,Regular,Seafood,90900,13,1181700,5/17/2024,12:44,Cash,15,6
Female,Regular,Beverages,17800,2,35600,5/17/2024,12:49,Cash,0,3
Female,Member,Dairy Product,32800,11,360800,5/17/2024,13:00,Qris,20,8
Male,Member,Instant Food,7100,12,85200,5/17/2024,13:22,Transfer,5,4
Male,Regular,Beverages,7800,3,23400,5/17/2024,14:11,Card,5,5
Female,Regular,Seafood,80700,11,887700,5/17/2024,14:26,Cash,15,6
Male,Regular,Beverages,17000,4,68000,5/17/2024,14:32,Card,30,10
Male,Member,Kitchen Consumption,29200,12,350400,5/17/2024,14:50,Cash,10,5
Female,Regular,Seafood,67800,11,745800,5/17/2024,15:13,Transfer,15,6
Female,Regular,Dairy Product,21200,10,212000,5/17/2024,15:15,Cash,20,8
Female,Member,Kitchen Consumption,21300,1,21300,5/17/2024,15:22,Card,20,7
Male,Member,Kitchen Consumption,6500,13,84500,5/17/2024,15:25,Transfer,20,8
Male,Regular,Snack,7000,12,84000,5/17/2024,15:55,Transfer,15,6
Female,Regular,Bakery,8000,12,96000,5/17/2024,15:58,Cash,15,6
Female,Regular,Instant Food,9800,10,98000,5/17/2024,16:00,Qris,10,6
Male,Regular,Vegetables,63800,12,765600,5/17/2024,16:01,Card,15,5
Female,Regular,Dairy Product,31300,12,375600,5/17/2024,16:03,Transfer,15,6
Female,Member,Bakery,9800,13,127400,5/17/2024,16:13,Card,20,7
Female,Regular,Dessert,19000,5,95000,5/17/2024,16:19,Transfer,0,5
Female,Regular,Vegetables,16900,3,50700,5/17/2024,16:24,Transfer,5,5
Female,Regular,Kitchen Consumption,29200,2,58400,5/17/2024,16:36,Qris,5,3
Female,Member,Fruits,4000,9,36000,5/17/2024,16:45,Qris,10,6
Male,Regular,Dairy Product,31300,9,281700,5/17/2024,16:46,Transfer,15,5
Male,Regular,Bakery,7900,12,94800,5/17/2024,16:47,Transfer,15,6
Male,Member,Dairy Product,34000,14,476000,5/17/2024,16:49,Card,15,6
Male,Regular,Dessert,8700,7,60900,5/17/2024,17:09,Card,10,5
Female,Member,Instant Food,6900,8,55200,5/17/2024,17:12,Transfer,15,6
Female,Regular,Dairy Product,43700,10,437000,5/17/2024,17:35,Cash,15,6
Male,Regular,Fruits,10000,12,120000,5/17/2024,17:59,Qris,20,7
Female,Regular,Bakery,22300,11,245300,5/17/2024,18:10,Qris,30,9
Female,Regular,Dairy Product,24300,4,97200,5/17/2024,18:20,Cash,10,5
Female,Regular,Dessert,19000,3,57000,5/17/2024,18:31,Transfer,30,9
Female,Regular,Dairy Product,21200,1,21200,5/17/2024,18:40,Card,5,3
Female,Member,Vegetables,30700,12,368400,5/17/2024,18:43,Transfer,15,5
Female,Regular,Dessert,17000,8,136000,5/17/2024,18:56,Transfer,15,5
Female,Regular,Snack,7700,11,84700,5/17/2024,19:17,Transfer,5,5
Male,Regular,Meat,40200,12,482400,5/17/2024,19:29,Cash,30,9
Male,Member,Beverages,7800,11,85800,5/17/2024,19:32,Transfer,30,9
Female,Regular,Fruits,13100,8,104800,5/17/2024,19:43,Card,15,6
Male,Regular,Bakery,43000,2,86000,5/17/2024,19:45,Cash,0,5
Male,Member,Beverages,17800,9,160200,5/17/2024,19:53,Cash,10,5
Female,Member,Kitchen Consumption,13400,13,174200,5/17/2024,20:07,Qris,10,5
Female,Member,Beverages,8700,1,8700,5/17/2024,20:10,Card,10,6
Female,Member,Seafood,90900,6,545400,5/17/2024,20:28,Qris,15,5
Male,Regular,Seafood,67800,2,135600,5/17/2024,20:47,Card,10,5
Female,Member,Dessert,14400,2,28800,5/17/2024,20:53,Qris,0,5
Female,Member,Fruits,6300,11,69300,5/17/2024,20:54,Card,15,6
Female,Member,Bakery,43000,10,430000,5/17/2024,20:57,Transfer,10,5
Female,Member,Snack,12000,13,156000,5/17/2024,21:13,Cash,30,9
Female,Member,Dessert,21000,8,168000,5/18/2024,8:03,Card,10,6
Male,Regular,Dairy Product,22300,8,178400,5/18/2024,8:25,Qris,30,9
Female,Regular,Seafood,41200,9,370800,5/18/2024,8:29,Cash,10,6
Male,Regular,Kitchen Consumption,21300,11,234300,5/18/2024,8:39,Cash,15,6
Female,Regular,Beverages,8300,14,116200,5/18/2024,9:15,Transfer,15,6
Female,Regular,Fruits,8400,13,109200,5/18/2024,9:16,Transfer,5,3
Male,Member,Kitchen Consumption,13400,2,26800,5/18/2024,9:35,Transfer,0,5
Male,Regular,Snack,9000,1,9000,5/18/2024,9:56,Transfer,0,3
Female,Member,Dairy Product,42000,12,504000,5/18/2024,10:01,Transfer,15,6
Male,Member,Vegetables,15200,14,212800,5/18/2024,10:08,Qris,5,5
Male,Member,Dairy Product,24300,12,291600,5/18/2024,10:13,Card,30,9
Female,Member,Snack,7900,10,79000,5/18/2024,10:14,Cash,20,8
Male,Member,Fruits,12300,8,98400,5/18/2024,10:16,Qris,10,6
Female,Regular,Dairy Product,42000,10,420000,5/18/2024,10:18,Cash,30,9
Male,Regular,Kitchen Consumption,21300,11,234300,5/18/2024,10:31,Card,20,7
Male,Regular,Fruits,9500,14,133000,5/18/2024,10:46,Qris,5,5
Male,Member,Snack,23000,11,253000,5/18/2024,10:56,Cash,30,10
Female,Regular,Instant Food,37900,6,227400,5/18/2024,11:02,Transfer,5,5
Male,Member,Dessert,7400,10,74000,5/18/2024,11:04,Cash,10,6
Female,Regular,Dairy Product,23300,3,69900,5/18/2024,11:05,Qris,0,4
Male,Regular,Meat,122400,1,122400,5/18/2024,11:48,Cash,5,5
Male,Regular,Dairy Product,42000,2,84000,5/18/2024,11:58,Card,10,5
Female,Member,Vegetables,15200,2,30400,5/18/2024,12:06,Card,20,8
Male,Regular,Bakery,7900,13,102700,5/18/2024,12:08,Card,30,9
Male,Member,Fruits,6300,2,12600,5/18/2024,12:17,Qris,5,5
Male,Regular,Seafood,67800,8,542400,5/18/2024,12:31,Cash,10,5
Male,Regular,Bakery,7900,14,110600,5/18/2024,12:32,Transfer,15,5
Male,Regular,Instant Food,15800,13,205400,5/18/2024,12:34,Card,20,8
Female,Regular,Snack,7700,3,23100,5/18/2024,12:35,Cash,5,5
Male,Regular,Meat,47000,11,517000,5/18/2024,12:36,Card,10,5
Female,Member,Kitchen Consumption,6500,3,19500,5/18/2024,12:39,Qris,0,5
Female,Member,Kitchen Consumption,9800,8,78400,5/18/2024,12:46,Qris,20,8
Female,Regular,Beverages,11000,10,110000,5/18/2024,12:56,Card,20,8
Male,Member,Fruits,9500,11,104500,5/18/2024,13:02,Qris,15,6
Male,Regular,Bakery,9800,11,107800,5/18/2024,13:03,Qris,20,8
Male,Member,Seafood,80700,8,645600,5/18/2024,13:55,Qris,15,6
Male,Member,Fruits,10000,12,120000,5/18/2024,14:17,Transfer,15,6
Male,Member,Bakery,13200,12,158400,5/18/2024,14:22,Transfer,15,5
Female,Regular,Dairy Product,31300,9,281700,5/18/2024,14:29,Card,15,5
Female,Member,Dessert,12300,1,12300,5/18/2024,14:42,Cash,5,4
Male,Member,Vegetables,9200,10,92000,5/18/2024,14:43,Qris,30,9
Female,Regular,Bakery,12100,4,48400,5/18/2024,14:56,Card,10,5
Female,Regular,Kitchen Consumption,2200,3,6600,5/18/2024,15:16,Card,5,5
Female,Member,Snack,9000,14,126000,5/18/2024,15:29,Card,30,9
Female,Member,Dairy Product,43700,13,568100,5/18/2024,15:37,Card,20,7
Male,Regular,Dairy Product,31300,3,93900,5/18/2024,15:40,Transfer,0,3
Female,Member,Vegetables,9200,10,92000,5/18/2024,15:55,Cash,30,10
Male,Member,Vegetables,15200,8,121600,5/18/2024,16:12,Cash,15,6
Female,Member,Fruits,12300,1,12300,5/18/2024,16:14,Cash,10,5
Female,Member,Bakery,24800,13,322400,5/18/2024,16:36,Qris,5,4
Male,Regular,Bakery,9800,8,78400,5/18/2024,16:41,Qris,10,6
Male,Regular,Beverages,6800,3,20400,5/18/2024,17:06,Transfer,10,5
Male,Regular,Snack,7700,11,84700,5/18/2024,17:20,Card,30,9
Female,Member,Seafood,69800,10,698000,5/18/2024,17:31,Card,15,5
Female,Member,Snack,12000,11,132000,5/18/2024,17:58,Qris,15,5
Female,Member,Snack,23000,8,184000,5/18/2024,18:07,Cash,10,6
Female,Member,Instant Food,9800,10,98000,5/18/2024,18:28,Cash,10,6
Female,Member,Dairy Product,21200,7,148400,5/18/2024,18:30,Transfer,0,4
Male,Member,Seafood,90900,10,909000,5/18/2024,18:32,Transfer,20,8
Male,Regular,Instant Food,37900,4,151600,5/18/2024,18:34,Transfer,10,5
Male,Regular,Meat,122400,4,489600,5/18/2024,18:40,Cash,10,5
Male,Regular,Dessert,12300,11,135300,5/18/2024,18:43,Card,30,9
Male,Regular,Vegetables,63800,4,255200,5/18/2024,18:59,Cash,15,6
Male,Member,Seafood,80700,6,484200,5/18/2024,19:16,Card,5,3
Male,Regular,Meat,37800,9,340200,5/18/2024,19:19,Transfer,15,6
Female,Regular,Fruits,9600,3,28800,5/18/2024,19:25,Qris,5,5
Female,Regular,Snack,23000,4,92000,5/18/2024,19:26,Qris,15,5
Male,Regular,Snack,7000,13,91000,5/18/2024,19:30,Transfer,5,3
Female,Member,Seafood,80700,12,968400,5/18/2024,19:38,Card,20,7
Female,Regular,Fruits,8400,14,117600,5/18/2024,19:50,Qris,10,6
Female,Regular,Meat,47000,11,517000,5/18/2024,20:19,Qris,30,10
Male,Member,Meat,37800,3,113400,5/18/2024,20:23,Card,10,6
Female,Regular,Fruits,12300,11,135300,5/18/2024,20:35,Cash,15,6
Male,Regular,Kitchen Consumption,13400,2,26800,5/18/2024,20:41,Card,20,7
Male,Member,Bakery,43000,8,344000,5/18/2024,20:45,Cash,20,8
Female,Member,Fruits,4000,9,36000,5/18/2024,21:26,Qris,10,6
Female,Member,Instant Food,7100,9,63900,5/18/2024,21:42,Qris,10,6
Female,Regular,Bakery,12000,9,108000,5/18/2024,21:50,Qris,10,5
Female,Member,Vegetables,29700,10,297000,5/18/2024,21:55,Card,10,5
Male,Regular,Instant Food,3400,10,34000,5/18/2024,21:56,Qris,30,9
Female,Regular,Bakery,21400,8,171200,5/19/2024,8:01,Transfer,10,6
Female,Member,Dairy Product,21200,13,275600,5/19/2024,8:15,Cash,15,6
Male,Regular,Vegetables,63800,11,701800,5/19/2024,8:28,Transfer,20,8
Male,Member,Bakery,13200,5,66000,5/19/2024,8:31,Transfer,5,5
Female,Member,Snack,7000,10,70000,5/19/2024,8:38,Transfer,10,5
Female,Member,Dessert,12300,12,147600,5/19/2024,8:39,Transfer,15,6
Male,Regular,Instant Food,15800,9,142200,5/19/2024,8:44,Card,15,6
Male,Member,Snack,7000,7,49000,5/19/2024,8:51,Qris,0,5
Female,Member,Beverages,12100,9,108900,5/19/2024,8:57,Cash,20,7
Male,Regular,Seafood,80700,1,80700,5/19/2024,9:00,Qris,0,5
Male,Member,Kitchen Consumption,9800,10,98000,5/19/2024,9:07,Transfer,20,7
Male,Member,Kitchen Consumption,9800,10,98000,5/19/2024,9:26,Cash,15,6
Female,Member,Beverages,8700,11,95700,5/19/2024,9:34,Qris,20,7
Male,Member,Snack,8300,13,107900,5/19/2024,9:36,Transfer,30,9
Male,Member,Dessert,9300,3,27900,5/19/2024,9:40,Cash,0,5
Female,Regular,Snack,12000,9,108000,5/19/2024,10:00,Transfer,10,5
Male,Regular,Kitchen Consumption,2200,1,2200,5/19/2024,10:01,Cash,5,5
Female,Regular,Beverages,7800,9,70200,5/19/2024,10:41,Cash,30,9
Male,Regular,Vegetables,16900,12,202800,5/19/2024,10:42,Card,30,9
Male,Member,Seafood,129300,1,129300,5/19/2024,10:43,Transfer,10,5
Male,Member,Instant Food,7350,8,58800,5/19/2024,10:45,Cash,15,5
Female,Member,Bakery,12000,13,156000,5/19/2024,10:51,Transfer,10,6
Male,Regular,Dessert,8700,8,69600,5/19/2024,11:19,Card,20,7
Female,Member,Meat,122400,2,244800,5/19/2024,11:21,Cash,0,5
Male,Regular,Beverages,17000,5,85000,5/19/2024,11:22,Card,0,3
Female,Member,Snack,7000,7,49000,5/19/2024,11:27,Cash,0,5
Male,Member,Kitchen Consumption,29200,7,204400,5/19/2024,11:47,Transfer,5,4
Female,Member,Bakery,22300,10,223000,5/19/2024,11:48,Card,20,8
Female,Member,Dairy Product,22300,14,312200,5/19/2024,11:49,Cash,20,8
Female,Member,Bakery,13200,4,52800,5/19/2024,11:57,Card,10,6
Female,Regular,Snack,7000,4,28000,5/19/2024,11:59,Transfer,5,5
Male,Regular,Seafood,41900,12,502800,5/19/2024,12:04,Qris,15,5
Male,Regular,Instant Food,7100,11,78100,5/19/2024,12:12,Qris,15,6
Female,Regular,Meat,47000,14,658000,5/19/2024,12:42,Transfer,20,8
Male,Member,Dessert,9300,13,120900,5/19/2024,12:49,Transfer,30,9
Male,Regular,Dessert,7400,13,96200,5/19/2024,12:54,Qris,20,7
Female,Member,Kitchen Consumption,6500,10,65000,5/19/2024,12:58,Transfer,10,5
Male,Member,Vegetables,12000,2,24000,5/19/2024,13:02,Qris,10,6
Female,Regular,Instant Food,6900,13,89700,5/19/2024,13:06,Transfer,30,9
Female,Member,Dairy Product,22300,9,200700,5/19/2024,13:08,Qris,15,5
Female,Regular,Bakery,13200,2,26400,5/19/2024,13:19,Card,5,5
